"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.config_obj","Input.src_tokens","Input.tar_tokens","Answer.alignment","Answer.src_tokens","Answer.tar_tokens","Turkle.Username"
"460548","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19875","156","Thu Dec 16 19:00:29 UTC 2021","Thu Dec 16 19:00:34 UTC 2021","5","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[10]}","[""Duterte"", ""is"", ""also"", ""supporting"", ""a"", ""controversial"", ""bill"", ""to"", ""restore"", ""the"", ""death penalty"", ""in"", ""the"", ""country"", "".""]","[""ترامپ"", ""همچنین"", ""از"", ""لایحه"", ""بحث"", ""برانگیز"", ""بازسازی"", ""مجازات"", ""اعدام"", ""در"", ""کشور"", ""حمایت"", ""می"", ""کند"", "".""]","[[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,true,true,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460550","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","20665","51","Thu Jan 06 15:23:38 UTC 2022","Thu Jan 06 15:24:21 UTC 2022","43","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[1, 20, 29]}","[""&quot;"", ""The Force Major Investigation Team"", ""carried"", ""out"", ""a"", ""full"", ""and"", ""thorough"", ""investigation"", ""into"", ""the"", ""death"", ""of"", ""Kevin"", ""Rogers"", ""and"", ""both"", ""the"", ""constabulary"", ""and"", ""the Crown Prosecution Service"", ""felt"", ""it"", ""was"", ""the"", ""correct"", ""decision"", ""to"", ""prosecute"", ""Susan Kenny"", ""with"", ""Mr"", ""Rogers"", ""&apos;"", ""murder"", "".""]","[""تیم"", ""تحقیق"", ""اصلی"", ""نیرو"", ""تحقیقات"", ""کامل"", ""و"", ""جامعی"", ""را"", ""در"", ""مورد"", ""مرگ"", ""کوین"", ""راجرز"", ""انجام"", ""داد"", ""و"", ""دادگاه"", ""و"", ""سرویس"", ""دادستانی"", ""کل"", ""احساس"", ""کردند"", ""که"", ""این"", ""تصمیم"", ""درستی"", ""برای"", ""تعقیب"", ""سوزان"", ""کنی"", ""به"", ""اتهام"", ""قتل"", ""آقای"", ""راجرز"", ""است"", "".""]","[[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","mahsay"
"460559","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19923","156","Fri Dec 17 01:07:22 UTC 2021","Fri Dec 17 01:08:15 UTC 2021","53","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[0, 1, 2, 17]}","[""Saakashvili"", ""says"", ""the territories"", ""are"", ""being"", ""artificially"", ""sustained"", ""by"", ""Moscow"", ""in"", ""an"", ""attempt"", ""to"", ""maintain"", ""Russian"", ""influence"", ""in"", ""the ex-Soviet region"", "".""]","[""ساوخاشویلی"", ""می"", ""گوید"", ""که"", ""در"", ""تلاش"", ""برای"", ""حفظ"", ""نفوذ"", ""روسیه"", ""در"", ""منطقه"", ""شوروی"", ""سابق"", ""،"", ""این"", ""سرزمین"", ""ها"", ""به"", ""طور"", ""مصنوعی"", ""توسط"", ""مسکو"", ""نگهداری"", ""می"", ""شوند"", "".""]","[[true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460561","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19925","156","Fri Dec 17 01:09:22 UTC 2021","Fri Dec 17 01:10:08 UTC 2021","46","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[0, 1]}","[""Georgian troops"", ""fled"", ""the"", ""province"", ""at"", ""the"", ""close"", ""of"", ""the"", ""war"", ""and"", ""Abkhazia"", ""later"", ""declared"", ""independence"", "".""]","[""نیروهای"", ""گرجی"", ""پس"", ""از"", ""پایان"", ""جنگ"", ""از"", ""استان"", ""فرار"", ""کردند"", ""و"", ""آبخازیا"", ""بعدها"", ""استقلال"", ""خود"", ""را"", ""اعلام"", ""کرد"", "".""]","[[true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460567","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19931","156","Fri Dec 17 01:12:21 UTC 2021","Fri Dec 17 01:13:12 UTC 2021","51","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[0, 4, 6, 13]}","[""He"", ""was"", ""reported"", ""by"", ""AFP"", ""as"", ""saying"", "":"", ""&quot;"", ""No-one"", ""is"", ""voting"", "","", ""neither Abkhaz or Georgians"", "".""]","[""او"", ""توسط"", ""خبرگزاری"", ""ان"", ""بی"", ""سی"", ""گزارش"", ""شده"", ""است"", "":"", ""«"", ""هیچ"", ""کس"", ""نه"", ""آبخاز"", ""و"", ""نه"", ""گرجی"", ""رای"", ""نمی"", ""دهد"", "".""]","[[true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460573","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19937","156","Fri Dec 17 01:15:58 UTC 2021","Fri Dec 17 01:16:19 UTC 2021","21","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[4, 6]}","[""In"", ""February"", ""2014"", "","", ""South Korean sightseers"", ""on"", ""a tour bus"", ""were"", ""attacked"", "".""]","[""در"", ""فوریه"", ""۲۰۱۴"", ""،"", ""تماشاگران"", ""کره"", ""جنوبی"", ""در"", ""یک"", ""اتوبوس"", ""توریستی"", ""مورد"", ""حمله"", ""قرار"", ""گرفتند"", "".""]","[[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460577","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19941","156","Fri Dec 17 01:16:59 UTC 2021","Fri Dec 17 01:17:09 UTC 2021","10","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[4]}","[""That"", ""bomb"", ""apparently"", ""targeted"", ""a police vehicle"", "".""]","[""این"", ""بمب"", ""ظاهراً"", ""یک"", ""وسیله"", ""نقلیه"", ""پلیس"", ""را"", ""هدف"", ""قرار"", ""داده"", ""است"", "".""]","[[false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,true,true,true,true,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460578","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19942","156","Fri Dec 17 01:17:09 UTC 2021","Fri Dec 17 01:17:17 UTC 2021","8","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[10]}","[""There"", ""was"", ""no"", ""immediate"", ""credible"", ""claim"", ""of"", ""responsibility"", ""for"", ""either"", ""bombing"", "".""]","[""هیچ"", ""ادعای"", ""معتبری"", ""مبنی"", ""بر"", ""مسئولیت"", ""فوری"", ""برای"", ""بمب"", ""گذاری"", ""ها"", ""وجود"", ""ندارد"", "".""]","[[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,true,true,true,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460582","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19947","156","Fri Dec 17 01:18:52 UTC 2021","Fri Dec 17 01:19:03 UTC 2021","11","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[0, 2]}","[""Mexico police"", ""detain"", ""their own commander"", ""at"", ""gunpoint""]","[""پلیس"", ""مکزیک"", ""فرمانده"", ""خود"", ""را"", ""به"", ""ضرب"", ""گلوله"", ""دستگیر"", ""می"", ""کند"", "".""]","[[true,true,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false],[false,false,true,true,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
"460584","82","BETTER Span Alignment","Wed Dec 15 18:06:42 UTC 2021","1","86400","19950","156","Fri Dec 17 01:19:19 UTC 2021","Fri Dec 17 01:19:37 UTC 2021","18","{""src_enable_retokenize"": true, ""version"": {""PATCH"": 0, ""MAJOR"": 1, ""MINOR"": 0}, ""tar_enable_retokenize"": false,""src_head_inds"":[0]}","[""One of the policemen"", ""who"", ""took"", ""part"", ""in"", ""the"", ""protest"", ""told"", ""the"", ""Associated"", ""Press"", ""news"", ""agency"", ""corruption"", ""in"", ""the"", ""higher"", ""ranks"", ""was"", ""putting"", ""them"", ""in"", ""danger"", "".""]","[""یکی"", ""از"", ""پلیس"", ""هایی"", ""که"", ""در"", ""این"", ""اعتراضات"", ""شرکت"", ""داشت"", ""به"", ""خبرگزاری"", ""آسوشیتد"", ""پرس"", ""گفت"", ""که"", ""فساد"", ""در"", ""سطوح"", ""بالا"", ""آن"", ""ها"", ""را"", ""به"", ""خطر"", ""انداخته"", ""است"", "".""]","[[true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false],[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]]","undefined","undefined","shabnam_b"
