doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
016ce246-c9ea-5a85-8e8d-8cff53befffb+1,event-5,agent,ss-1,Dozens of Filipino protestors rallied on Tuesday near the presidential palace against extra-judicial killings amid the government &apos;s anti-drugs campaign .,ده ها تن از تظاهرکنندگان فیلیپینی در روز سه شنبه در نزدیکی کاخ ریاست جمهوری علیه قتل های فراقضایی در میان کمپین ضد مواد مخدر دولت تجمع کردند .,Dozens of Filipino protestors,ها تن از تظاهرکنندگان,ده‌ها تن از تظاهرکنندگان فیلیپینی,ده ها تن از تظاهرکنندگان فیلیپینی,"['ده', 'ها', 'تن', 'از', 'تظاهرکنندگان', 'فیلیپینی']",0,5,0,33,"[0, 3]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+1,event-28,anchor,ss-42,Dozens of Filipino protestors rallied on Tuesday near the presidential palace against extra-judicial killings amid the government &apos;s anti-drugs campaign .,ده ها تن از تظاهرکنندگان فیلیپینی در روز سه شنبه در نزدیکی کاخ ریاست جمهوری علیه قتل های فراقضایی در میان کمپین ضد مواد مخدر دولت تجمع کردند .,killings,قتل,قتل‌های,قتل های,"['قتل', 'های']",16,17,81,88,"[13, 13]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+1,event-21,anchor,ss-35,Dozens of Filipino protestors rallied on Tuesday near the presidential palace against extra-judicial killings amid the government &apos;s anti-drugs campaign .,ده ها تن از تظاهرکنندگان فیلیپینی در روز سه شنبه در نزدیکی کاخ ریاست جمهوری علیه قتل های فراقضایی در میان کمپین ضد مواد مخدر دولت تجمع کردند .,anti-drugs,در,ضد مواد مخدر,ضد مواد مخدر,"['ضد', 'مواد', 'مخدر']",22,24,112,124,"[18, 18]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+3,event-7,agent,ss-1,"About 80 members of the charity Urban Poor Associates and 50 members of labour group SENTRO also took part in street plays , during which protestors wearing crowns of thorns and white clothes daubed in red paint carried large crosses as they marched while being escorted by others dressed as Roman soldiers .",حدود ۸۰ نفر از اعضای انجمن خیریهٔ کمک های مردمی فقیر و ۵۰ نفر از اعضای گروه کارگران SEDRO نیز در نمایش های خیابانی شرکت کردند که در طی آن تظاهرکنندگان با تاج های خار و لباس های سفید که با رنگ قرمز تزئین شده بود ، صلیب های بزرگی را حمل می کردند و دیگران با لباس های سربازان رومی همراهی شان می کردند .,they,کردند,تظاهرکنندگان,,[],0,0,0,0,"[41, 41]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+5,event-27,agent,ss-8,"The protests came a day after officials reported that more than 100 suspected drug dealers and addicts died in clashes with the police over the last month during the second phase of Duterte &apos;s anti-drugs campaign , after it was temporarily suspended in January to launch an investigation into police corruption .",این اعتراضات یک روز پس از آنکه مقامات گزارش دادند که بیش از ۱۰۰ تن از قاچاقچیان مواد مخدر و معتادان مظنون در طی ماه گذشته در درگیری با پلیس در فاز دوم کمپین ضد مواد مخدر دوترته جان خود را از دست دادند ، رخ داد .,more than 100 suspected drug dealers and addicts,و معتادان,بیش از ۱۰۰ تن از قاچاقچیان مواد مخدر و معتادان مظنون,بیش از ۱۰۰ تن از قاچاقچیان مواد مخدر و معتادان مظنون,"['بیش', 'از', '۱۰۰', 'تن', 'از', 'قاچاقچیان', 'مواد', 'مخدر', 'و', 'معتادان', 'مظنون']",11,21,53,105,"[9, 16]"
016ce246-c9ea-5a85-8e8d-8cff53befffb+5,event-30,patient,ss-8,"The protests came a day after officials reported that more than 100 suspected drug dealers and addicts died in clashes with the police over the last month during the second phase of Duterte &apos;s anti-drugs campaign , after it was temporarily suspended in January to launch an investigation into police corruption .",این اعتراضات یک روز پس از آنکه مقامات گزارش دادند که بیش از ۱۰۰ تن از قاچاقچیان مواد مخدر و معتادان مظنون در طی ماه گذشته در درگیری با پلیس در فاز دوم کمپین ضد مواد مخدر دوترته جان خود را از دست دادند ، رخ داد .,more than 100 suspected drug dealers and addicts,و معتادان,بیش از ۱۰۰ تن از قاچاقچیان مواد مخدر و معتادان مظنون,بیش از ۱۰۰ تن از قاچاقچیان مواد مخدر و معتادان مظنون,"['بیش', 'از', '۱۰۰', 'تن', 'از', 'قاچاقچیان', 'مواد', 'مخدر', 'و', 'معتادان', 'مظنون']",11,21,53,105,"[9, 16]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-19,agent,ss-16,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,The Force Major Investigation Team,تیم,تیم تحقیق اصلی نیرو,تیم تحقیق اصلی نیرو,"['تیم', 'تحقیق', 'اصلی', 'نیرو']",0,3,0,19,"[1, 5]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-16,agent,ss-17,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,the Crown Prosecution Service,در مورد,سرویس دادستانی کل,سرویس دادستانی کل,"['سرویس', 'دادستانی', 'کل']",19,21,88,105,"[24, 27]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-16,patient,ss-3,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,Susan Kenny,سوزان کنی,کنی,سوزان کنی,"['سوزان', 'کنی']",30,31,148,157,"[36, 37]"
02b07905-fc8e-5aae-a233-741242b2f0ab+10,event-26,agent,ss-3,&quot; The Force Major Investigation Team carried out a full and thorough investigation into the death of Kevin Rogers and both the constabulary and the Crown Prosecution Service felt it was the correct decision to prosecute Susan Kenny with Mr Rogers &apos; murder .,تیم تحقیق اصلی نیرو تحقیقات کامل و جامعی را در مورد مرگ کوین راجرز انجام داد و دادگاه و سرویس دادستانی کل احساس کردند که این تصمیم درستی برای تعقیب سوزان کنی به اتهام قتل آقای راجرز است .,Susan Kenny,سوزان کنی,کنی,سوزان کنی,"['سوزان', 'کنی']",30,31,148,157,"[36, 37]"
