doc_id,event_id,ann_type,ss-id,source_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
02cacfd9-7d50-59ac-beb6-d9750e03a574+7,event-7,agent,ss-15,He,,او,['او'],0,0,0,2,"[0, 0]"
02cacfd9-7d50-59ac-beb6-d9750e03a574+7,event-6,agent,ss-17,AFP,ان‌بی‌سی,,[],0,0,0,0,"[4, 4]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+14,event-44,patient,ss-12,"an estimated 1,700",,حدود ۱۷۰۰ نفر,"['حدود', '۱۷۰۰', 'نفر']",27,29,114,127,"[19, 21]"
19b657cc-a92e-5c35-936b-06c0a32c44e8+3,event-2,patient,ss-1,The accused,,متهمان,['متهمان'],4,4,15,21,"[0, 1]"
1c43e469-a33c-5d19-983b-e1a06868092d+8,event-33,patient,ss-13,35,,۳۵ نفر,"['۳۵', 'نفر']",14,15,62,68,"[15, 15]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-1,patient,ss-1,Insp Gen Djoko Susilo,,ژنرال دوکو سولیو,"['ژنرال', 'دوکو', 'سولیو']",0,2,0,16,"[0, 3]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-1,anchor,ss-15,bribes,,دریافت,['دریافت'],5,5,26,32,"[16, 16]"
2dbcd20a-372d-5041-9649-c4e906509bbe+2,event-1,agent,ss-3,a firm,,یک شرکت,"['یک', 'شرکت']",17,18,73,80,"[18, 19]"
376bd536-b2b9-5b56-9558-0eafcd4e09e0+0,event-1,patient,ss-1,Six immigration officers,شش افسر مهاجر در کوچینگ به رشوه خواری محکوم شدند .,شش افسر مهاجر,"['شش', 'افسر', 'مهاجر']",0,2,0,13,"[0, 2]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+1,event-29,patient,ss-1,the eventual winner,,برنده نهایی,"['برنده', 'نهایی']",14,15,63,74,"[19, 21]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+10,event-27,patient,ss-20,the West Bank city of Hebron,شهر کرانه باختری رود اردن,,[],0,0,0,0,"[5, 10]"
4dac2187-d4c1-5375-b564-daa0cca80192+10,event-17,patient,ss-3,Mr Motallebi,آقای مصطفی‌بی,,[],0,0,0,0,"[12, 13]"
4dac2187-d4c1-5375-b564-daa0cca80192+2,event-12,patient,ss-3,Iranian Sina Motallebi,,سینا موتالبی ایرانی,"['سینا', 'موتالبی', 'ایرانی']",0,2,0,19,"[0, 2]"
5178f231-5917-5d09-a9e5-d304c2c120c7+4,event-7,agent,ss-6,she,که,او,['او'],10,10,49,51,"[2, 2]"
532cdbf5-856b-5151-b9d9-e50f52271ed4+5,event-29,anchor,ss-50,took the lives,جان بیش از ۱۵۰ ٬ ۰۰۰ نفر را گرفت,جان بیش از ۱۵۰ ٬ ۰۰۰ نفر را گرفت,"['جان', 'گرفت']",64,72,293,325,"[58, 60]"
73235880-7f21-5967-ac6e-3dd58b843d26+0,event-3,patient,ss-1,Three,,سه نفر,"['سه', 'نفر']",0,1,0,6,"[0, 0]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+9,event-22,anchor,ss-40,falling support,حمایت از طلوع طلایی قبل از دور جدید انتخابات در ۱۷ ژوئن کاهش,کاهش یافته‌است,"['کاهش', 'یافته', 'است']",19,21,90,104,"[4, 5]"
a597d736-3015-53d9-a47d-09ab5187edcc+3,event-10,anchor,ss-37,calling on,از مجلس علیا ، دادگاه‌ها و کمیسیون انتخابات می‌خواهند,می‌خواهند,"['می', 'خواهند']",23,24,109,118,"[10, 11]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,agent,ss-14,It,,این,['این'],0,0,0,3,"[0, 0]"
bf31597a-b1d1-5497-bea9-080f5dbe1496+11,event-22,anchor,ss-37,home,,قرار دارد,"['قرار', 'دارد']",7,8,40,49,"[2, 2]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+1,event-11,patient,ss-28,moderate elected president Mohamed Mursi,,محمد مورسی رئیس‌جمهور منتخب میانه رو,"['محمد', 'مورسی', 'رئیس', 'جمهور', 'منتخب', 'میانه', 'رو']",11,17,51,87,"[16, 20]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+8,event-6,agent,ss-18,the Egyptian affiliate of the Islamic State in Iraq and the Levant ( ISIL ) insurgents,,شاخه مصری دولت اسلامی عراق و شام ( داعش ),"['شاخه', 'اسلامی', 'عراق', 'و', 'شام', '(', 'داعش', ')']",3,12,12,53,"[3, 18]"
