doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
02b07905-fc8e-5aae-a233-741242b2f0ab+6,event-3,patient,ss-5,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,police,مأموران,مأموران اورژانس,,[],0,0,0,0,"[24, 24]"
02b07905-fc8e-5aae-a233-741242b2f0ab+6,event-4,agent,ss-5,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,police,مأموران,,,[],0,0,0,0,"[24, 24]"
02b07905-fc8e-5aae-a233-741242b2f0ab+6,event-4,anchor,ss-21,"The emergency services were called to Edgehill Crescent at about 0530 BST on 1 January and found Mr Rogers lying in the road , police said .",مأموران اورژانس در حدود ۰۵ : ۳۰ ژانویه به خیابان اجهیل احضار شدند و آقای راجرز را در جاده پیدا کردند .,said,.,,,[],0,0,0,0,"[25, 25]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-14,patient,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-15,patient,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-24,agent,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
02b07905-fc8e-5aae-a233-741242b2f0ab+9,event-25,agent,ss-3,"Det Ch Insp Andy Hulme said : &quot; While I respect the decision of the court , naturally I am disappointed with the decision of the jury to clear the defendant on the charge of murder and manslaughter .",بازرس پلیس اندی هولم گفت : « در حالی که به تصمیم دادگاه احترام می گذارم ، طبیعتاً از تصمیم هیئت منصفه برای تبرئه متهمان از اتهام قتل و قتل ناامید هستم .,the defendant,برای تبرئه متهمان,متهمان,,[],0,0,0,0,"[29, 30]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+11,event-27,anchor,ss-65,Militants have killed hundreds of policemen and soldiers since the overthrow of Morsy in July 2013 .,شورشیان از زمان سرنگونی مرسی در ژوئیه ۲۰۱۳ صدها پلیس و سرباز را کشته اند .,killed,کشته,کشته‌اند,کشته اند,"['کشته', 'اند']",13,14,64,72,"[2, 2]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+14,event-28,anchor,ss-66,All 224 people aboard died .,همه ۲۲۴ نفر در کشتی کشته شدند .,died,کشته,کشته شدند,کشته شدند,"['کشته', 'شدند']",5,6,20,29,"[4, 4]"
08f75902-bd4e-5b68-95be-9eb14ee3c6f1+4,event-19,patient,ss-12,That bomb apparently targeted a police vehicle .,این بمب ظاهراً یک وسیله نقلیه پلیس را هدف قرار داده است .,a police vehicle,یک وسیله,یک وسیله نقلیه پلیس,یک وسیله نقلیه پلیس,"['یک', 'وسیله', 'نقلیه', 'پلیس']",3,6,15,34,"[4, 6]"
0b9b0856-80b9-594c-a74f-ee7c9f89cd1b+10,event-24,agent,ss-8,One of the policemen who took part in the protest told the Associated Press news agency corruption in the higher ranks was putting them in danger .,یکی از پلیس هایی که در این اعتراضات شرکت داشت به خبرگزاری آسوشیتد پرس گفت که فساد در سطوح بالا آن ها را به خطر انداخته است .,One of the policemen,یکی از پلیس,یکی از پلیس‌هایی,یکی از پلیس هایی,"['یکی', 'از', 'پلیس', 'هایی']",0,3,0,16,"[0, 3]"
